ID,Name,URL,Categories, Tag,Language,Region,Quality
7470,Capcom Unity,http://www.youtube.com/user/capcomunityvideos,Gaming ,game trailers; game commentaries,EN,Worldwide,Q1
6754,Captain Sparklez,http://www.youtube.com/user/captainsparklez,Gaming ,game commentaries; vlog,EN,Worldwide,Q2
7425,Cincinnati Zoo,http://www.youtube.com/user/cincinnatizootube,Animals & Pets ,wild animals,EN,Worldwide,Q2
211,CNET,http://www.youtube.com/user/cnettv,Tech & Apps ,tech news; consumer electronics; tech reviews,EN,Worldwide,Q1
3794,Corridor Digital,http://www.youtube.com/user/corridordigital,People; Blogs & Shorts ,web shorts,EN,Worldwide,Q2
6879,Cosplay-Mag,http://www.youtube.com/user/cosplaymag,Fashion; Food & Living ,cosplay,EN,Worldwide,Q3
6682,Dave Days,http://www.youtube.com/user/davedays,People; Blogs & Shorts ,web shorts,EN,Worldwide,Q2
7250,Devin Super Tramp,http://www.youtube.com/user/devinsupertramp,People; Blogs & Shorts ,viral,EN,Worldwide,Q1
222,D&G,http://www.youtube.com/user/dolcegabbanachannel,Fashion; Food & Living ,high fashion,EN,Worldwide,Q3
7881,Diablo,http://www.youtube.com/user/diablo,Gaming ,game trailers; rpg,EN,Worldwide,Q3
5681,DigInfo News,http://www.youtube.com/user/diginfonews,Tech & Apps ,consumer electronics,EN,Worldwide,Q2
7305,D-trix,http://www.youtube.com/user/thedominicshow,People; Blogs & Shorts ,vlog; web shorts; ytf,EN,Worldwide,Q2
7389,Dulce Candy's Makeup,http://www.youtube.com/user/dulcecandy87,How-To ,makeup; hairstyle; outfits; beauty products,EN,Worldwide,Q2
5010,EA France,http://www.youtube.com/user/eafrance,Gaming ,game trailers; sports games,Others,Worldwide,Q2
8341,eHowPets,http://www.youtube.com/user/ehowpets,Animals & Pets ,dogs,EN,Worldwide,Q1
2,EpicMealTime,http://www.youtube.com/user/epicmealtime,People; Blogs & Shorts ,funny; diet,EN,Worldwide,Q1
505,Expert NBA Breakdowns,http://www.youtube.com/user/bballbreakdown,Sports & Health ,nba; basketball; vlog; sports commentaries,EN,Worldwide,Q2
1672,Expert Village,http://www.youtube.com/user/expertvillage,How-To ,general howtos,EN,Worldwide,Q1
591,FoodWishes,http://www.youtube.com/user/foodwishes,Fashion; Food & Living ,recipes,EN,Worldwide,Q1
3638,Formula One Hot Wheels,http://www.youtube.com/user/formulaonehotwheel,People; Blogs & Shorts ,kids; hobbies,EN,Worldwide,Q3
3639,FromHeadToToe,http://www.youtube.com/user/frmheadtotoe,Fashion; Food & Living ,makeup; beauty products,EN,Worldwide,Q2
5114,GameSpot,http://www.youtube.com/user/gamespot,Gaming ,game commentaries; game reviews; game trailers; game news,EN,Worldwide,Q1
3709,Game Sprout,http://www.youtube.com/user/gamesprout,Gaming ,game commentaries; first person shooters,EN,Worldwide,Q1
7530,GetOutTheBox,http://www.youtube.com/user/getoutthebox1,Nonprofits & Faith ,,EN,Worldwide,Q2
,CHOOSE LOVE,http://www.youtube.com/user/Echinacea53,音樂,Lounge ,英,Worldwide,高
,Witty Dud,http://www.youtube.com/user/wittydud,音樂,Lounge ,英,Worldwide,高
,Lounge music,http://www.youtube.com/user/loungemixshow,音樂,Lounge ,英,Worldwide,高
8759,MusicDay-【Wonderland】,,,,,,
,TheUtubeJazz,http://www.youtube.com/user/TheUtubejazz?feature=watch,音樂,Jazz,英,Worldwide,高
,Warner Jazz,http://www.youtube.com/user/WarnerJazzVideos,音樂,Jazz,英,Worldwide,中
,Georg Breinschmid ,http://www.youtube.com/user/geobrein,音樂,Jazz,英,Worldwide,中
8784,【Jazz't the Way】,,,,,,
,House 13, http://www.youtube.com/user/House13inc?feature=watch,音樂,Live; Band; Musicians,英,Worldwide,中
,Piano Keys,http://www.youtube.com/user/pianokeyssession?feature=watch,音樂,Live; Band; Musicians,英,Worldwide,中
,Coqkee ,http://www.youtube.com/channel/UCKmwEyEDcwZ-_FL61rVC2ZA?feature=watch,音樂,Live; Band; Musicians,英,Worldwide,中
,MusicNeverSleep, http://www.youtube.com/JasonChen,音樂,Live; Band; Musicians,英,Worldwide,中
,Greengrass Music,http://www.youtube.com/user/Greengrassmusic?feature=watch,音樂,Live; Band; Musicians,英,Worldwide,中
,Tyler Ward Music ,http://www.youtube.com/tylerward,音樂,Live; Band; Musicians,英,Worldwide,中
,Christina Grimmie,http://www.youtube.com/christinagrimmie,音樂,Live; Band; Musicians,英,Worldwide,中
,A-Sketch Official Channel,http://www.youtube.com/user/asketch,音樂,Live; Band; Musicians,英,Worldwide,中
,Victor Music Channel,http://www.youtube.com/user/VictorMusicChannel,音樂,Live; Band; Musicians,英,Worldwide,中
,One OK Rock ,http://www.youtube.com/user/ONEOKROCKchannel,音樂,Live; Band; Musicians,英,Worldwide,中
,10- Feet ,http://www.youtube.com/user/universalmusicjapan?feature=watch,音樂,Live; Band; Musicians,英,Worldwide,中
,Yoshimi,http://www.youtube.com/user/yoshimi1978ana2,音樂,Live; Band; Musicians,英,Worldwide,中
8846,金木義則-【CHIC】,,,,,,
,台灣Sony ,http://www.youtube.com/user/SonyMusicTaiwan,音樂,唱片公司,中,TW,高
,Megan Nicole,http://www.youtube.com/user/megannicolesite?feature=watch,音樂,music,英,Worldwide,高
