ID,Name,URL,Categories, Tag,Language,Region,Quality
20146,鄉親踹講[VOD],,,,,,
20152,請問市長[VOD],,,,,,
25105,開窗說亮話[VOD],,,,,,
14729,周六大挑戰[VOD],,,,,,
14730,POWER星期天[VOD],,,,,,
19322,POWER星期天－IQ百分百,,,,,,
19324,POWER星期天－瘋狂魔法師,,,,,,
19325,POWER星期天－明星會客室,,,,,,
19738,POWER星期天－挑戰百分百,,,,,,
19737,POWER星期天－Tempo倒裝句,,,,,,
19736,POWER星期天－魔法研究所,,,,,,
19323,POWER星期天－反正急轉彎,,,,,,
19739,POWER星期天－明星製造所,,,,,,
19740,POWER星期天－知識排排站,,,,,,
14469,天才衝衝衝[VOD],,,,,,
14697,天才衝衝衝－腦筋急轉彎,,,,,,
19406,天才衝衝衝－color tempo,,,,,,
14698,天才衝衝衝－天才驚曲獎,,,,,,
14699,天才衝衝衝－瞎拼ABC,,,,,,
19529,天才衝衝衝－一樣不一樣,,,,,,
19481,天才衝衝衝－睜眼說瞎話,,,,,,
14798,天才衝衝衝－天才song歪歪,,,,,,
19527,天才衝衝衝－形容詞tempo,,,,,,
14798,天才衝衝衝－ㄅㄆㄇTEMPO,,,,,,
19396,憲在你要吃什麼[VOD],,,,,,
14735,周末快樂頌[VOD],,,,,,
14732,十點名人堂[VOD],,,,,,
14734,亞洲天團爭霸戰[VOD],,,,,,
19400,快樂獅子會[VOD],,,,,,
14736,景氣到我家[VOD],,,,,,
14737,天才向前衝[VOD],,,,,,
19778,天才向前衝－天才2選1,,,,,,
19587,天才向前衝－天才大變身,,,,,,
19742,天才向前衝－看見黑影就開砲,,,,,,
19588,天才向前衝－嚕啦啦,,,,,,
25528,台灣靈異事件,,,,,,
25486,包青天,,,,,,
14746,艋舺燿輝,,,,,,
14384,體壇動態,,,,,,
14383,科技新知,,,,,,
14382,新奇趣聞,,,,,,
8602,娛樂八卦,,,,,,
14385,寰宇國際,,,,,,
5541,Savvy Music Entertain,,,,,,
9754,夜夜生歌,,,,,,
9632,創設計,,,,,,
9412,地下好聲音,,,,,,
8842,拜師球藝─籃球教學：基礎課程,,,,,,
9402,拜師球藝─籃球教學：進階課程,,,,,,
9619,拜師球藝─48分鐘後,,,,,,
9427,他們用籃球說故事,,,,,,
9973,S.H.E 愛而為一,,,,,,
9207,獨立音樂 ID MUSIC,,,,,,
9609,CG VFX Express,,,,,,
9716,麻辣獸醫師：寵物頻道,,,,,,
9027,熱血籃不住,,,,,,
9538,KPOP ComeBack Stage – SBS人氣歌謠回歸特輯,,,,,,
9611,尋找大明星,,,,,,
14410,『獨立音樂 - 見證大團』,,,,,,
14409,『獨立音樂 - 音樂盛典』,,,,,,
14411,『獨立音樂 - 樂團我想認識你』,,,,,,
25159,『獨立音樂 - 活動宣傳』,,,,,,
,Toy Animations and Action films,http://www.youtube.com/user/counter656,Cartoons & Animation ,Action; stop motion; commercial; gaming; VFX,Others,Worldwide,Q1
,HK M,http://www.youtube.com/user/msfhk,Nonprofits & Faith , msf; 非洲; 人道關注; 醫療,ZH,Worldwide,Q1
16,剛彈電玩,http://www.youtube.com/user/shingin,Gaming ,遊戲畫面,Others,Worldwide,Q1
7656,7 News,http://www.youtube.com/user/7news,News ,world news,EN,Worldwide,Q1
4975,AH Media,http://www.youtube.com/user/lilhittelvideos,Sports & Health ,football,EN,Worldwide,Q1
7574,Alli Sports,http://www.youtube.com/user/allisports,Sports & Health ,action sports; skateboarding; bmx; motorcross,EN,Worldwide,Q1
8499,Amazon.com,http://www.youtube.com/user/amazon,Tech & Apps ,consumer websites,EN,Worldwide,Q3
7614,American Idol,http://www.youtube.com/user/americanidol,TV & Film,audition; song covers; fox,EN,Worldwide,Q1
234,American Parkour,http://www.youtube.com/user/americanparkour,Sports & Health ,action sports; parkour,EN,Worldwide,Q2
3589,AniBoom,http://www.youtube.com/user/aniboom,Cartoons & Animation ,funny; kids,EN,Worldwide,Q1
64,Animal Planet,http://www.youtube.com/user/animalplanettv,Animals & Pets ,wild animals; tv shows,EN,Worldwide,Q1
7610,Annie Jaffrey,http://www.youtube.com/user/anniejaffrey,Fashion; Food & Living ,makeup; outfits; beauty products,EN,Worldwide,Q2
66,Apple,http://www.youtube.com/user/apple,Tech & Apps ,consumer electronics; apple,EN,Worldwide,Q3
3631,Arirang News,http://www.youtube.com/user/arirangnews,News ,world news,EN,Worldwide,Q1
186,ATP World Tour - Men's Tennis,http://www.youtube.com/user/atpworldtour,Sports & Health ,tennis,EN,Worldwide,Q1
23,Audi,http://www.youtube.com/user/audi,Autos & Vehicles ,car make,Others,Worldwide,Q2
364,Autocar,http://www.youtube.com/user/autocar,Autos & Vehicles ,car reviews,EN,Worldwide,Q1
227,Auto Express Magazine,http://www.youtube.com/user/autoexpress,Autos & Vehicles ,car reviews,EN,Worldwide,Q1
8043,Barcroft TV,http://www.youtube.com/user/barcroftmedia,People; Blogs & Shorts ,viral; action sports,EN,Worldwide,Q2
384,Barely Political,http://www.youtube.com/user/barelypolitical,People; Blogs & Shorts ,web shorts; funny,EN,Worldwide,Q1
7395,BBC,http://www.youtube.com/user/bbc,TV & Film,tv shows,EN,Worldwide,Q1
108,BBC Worldwide,http://www.youtube.com/user/bbcworldwide,TV & Film,tv shows,EN,Worldwide,Q1
7603,Beautybaby44,http://www.youtube.com/user/beautybaby44,Fashion; Food & Living ,beauty products; outfits,EN,Worldwide,Q2
6755,BeautyBroadcast,http://www.youtube.com/user/emilynoel83,Fashion; Food & Living ,makeup; beauty products,EN,Worldwide,Q2
289,Best Dunkers in the World ,http://www.youtube.com/user/teamflightbrothers,Sports & Health ,basketball,EN,Worldwide,Q3
3744,Big Think,http://www.youtube.com/user/bigthink,Education & Lectures ,experts,EN,Worldwide,Q2
8412,Bimmer Post,http://www.youtube.com/user/bimmerpost,Autos & Vehicles ,car make,EN,Worldwide,Q2
170,bing,http://www.youtube.com/user/bing,Tech & Apps ,consumer websites,EN,Worldwide,Q3
12,BlackBerry,http://www.youtube.com/user/blackberry,Tech & Apps ,consumer electronics; blackberry,EN,Worldwide,Q3
1484,Bloomberg,http://www.youtube.com/user/bloomberg,News ,world news; financial news,EN,Worldwide,Q1
22,BMW,http://www.youtube.com/user/bmw,Autos & Vehicles ,car make,EN,Worldwide,Q2
433,BodyRock.TV,http://www.youtube.com/user/charliejames1975,Sports & Health ,workouts; bodybuilding,EN,Worldwide,Q1
96,Boston Celtics,http://www.youtube.com/user/bostonceltics,Sports & Health ,basketball; nba; boston celtics,EN,Worldwide,Q2
7252,Boston Dynamics,http://www.youtube.com/user/bostondynamics,Tech & Apps ,robotics,EN,Worldwide,Q3
8189,Break Originals,http://www.youtube.com/user/breakoriginals,People; Blogs & Shorts ,funny; web shorts,EN,Worldwide,Q1
3672,Brit Pop Princess,http://www.youtube.com/user/britpopprincess,Fashion; Food & Living ,outfits,EN,Worldwide,Q2
6678,Bubzbeauty,http://www.youtube.com/user/bubzbeauty,Fashion; Food & Living ,outfits; makeup; hairstyle,EN,Worldwide,Q2
323,Cambridge University,http://www.youtube.com/user/cambridgeuniversity,Education & Lectures ,colleges,EN,Worldwide,Q2
5012,Cathy Nguyen,http://www.youtube.com/user/lilcdawg,People; Blogs & Shorts ,indie; song covers; vlog,EN,Worldwide,Q3
7246,CBC The National,http://www.youtube.com/user/cbcthenational,News ,world news,EN,Worldwide,Q2
8420,CelebTV,http://www.youtube.com/user/celebtv,TV & Film,entertainment; ,EN,Worldwide,Q1
6,Channel ASAHI,http://www.youtube.com/user/asahicom,News ,world news,Others,Worldwide,Q1
4039,Christina Grimmie ,http://www.youtube.com/user/zeldaxlove64,People; Blogs & Shorts ,indie; song covers; pop,EN,Worldwide,Q2
7425,Cincinnati Zoo,http://www.youtube.com/user/cincinnatizootube,Animals & Pets ,wild animals,EN,Worldwide,Q2
7407,City and Makeup,http://www.youtube.com/user/cityandmakeup,Fashion; Food & Living ,makeup; beauty products,EN,Worldwide,Q2
7331,College Makeup Girl,http://www.youtube.com/user/collegemakeupgirl,Fashion; Food & Living ,makeup; beauty products,EN,Worldwide,Q2
3746,Computer History Museum,http://www.youtube.com/user/computerhistory,Tech & Apps ,history; museums,EN,Worldwide,Q3
3794,Corridor Digital,http://www.youtube.com/user/corridordigital,People; Blogs & Shorts ,web shorts,EN,Worldwide,Q2
6879,Cosplay-Mag,http://www.youtube.com/user/cosplaymag,Fashion; Food & Living ,cosplay,EN,Worldwide,Q3
146,Daily NBA videos,http://www.youtube.com/user/nbaerik,Sports & Health ,basketball; nba,EN,Worldwide,Q1
6670,Daneboe,http://www.youtube.com/user/daneboe,People; Blogs & Shorts ,web shorts,EN,Worldwide,Q2
6682,Dave Days,http://www.youtube.com/user/davedays,People; Blogs & Shorts ,web shorts,EN,Worldwide,Q2
8490,DC Shoes Film,http://www.youtube.com/user/dcshoesfilm,Sports & Health ,sportswear; action sports,EN,Worldwide,Q2
7250,Devin Super Tramp,http://www.youtube.com/user/devinsupertramp,People; Blogs & Shorts ,viral,EN,Worldwide,Q1
222,D&G,http://www.youtube.com/user/dolcegabbanachannel,Fashion; Food & Living ,high fashion,EN,Worldwide,Q3
7881,Diablo,http://www.youtube.com/user/diablo,Gaming ,game trailers; rpg,EN,Worldwide,Q3
980,Diet Health,http://www.youtube.com/user/diethealth,Sports & Health ,workouts,EN,Worldwide,Q2
3705,Discovery International,http://www.youtube.com/user/discoverytv,TV & Film,tv shows; discovery network,EN,Worldwide,Q1
3747,Disney Pixar,http://www.youtube.com/user/disneypixar,Cartoons & Animation ,kids,EN,Worldwide,Q1
7389,Dulce Candy's Makeup,http://www.youtube.com/user/dulcecandy87,How-To ,makeup; hairstyle; outfits; beauty products,EN,Worldwide,Q2
191,Enminem Skatebording,http://www.youtube.com/user/enminem,Sports & Health ,action sports; skateboarding,EN,Worldwide,Q2
505,Expert NBA Breakdowns,http://www.youtube.com/user/bballbreakdown,Sports & Health ,nba; basketball; vlog; sports commentaries,EN,Worldwide,Q2
8183,FandangoMovies,http://www.youtube.com/user/fandangomovies,TV & Film,movie trailers,EN,Worldwide,Q2
18,Fashion TV,http://www.youtube.com/user/fashiontv,Fashion; Food & Living ,high fashion,EN,Worldwide,Q2
6750,FeastofFiction,http://www.youtube.com/user/feastoffiction,People; Blogs & Shorts ,recipes,EN,Worldwide,Q3
3638,Formula One Hot Wheels,http://www.youtube.com/user/formulaonehotwheel,People; Blogs & Shorts ,kids; hobbies,EN,Worldwide,Q3
435,FOX Sports,http://www.youtube.com/user/foxsports,Sports & Health ,sports news,EN,Worldwide,Q1
197,FreddieW,http://www.youtube.com/user/freddiew,People; Blogs & Shorts ,web shorts; viral,EN,Worldwide,Q1
3639,FromHeadToToe,http://www.youtube.com/user/frmheadtotoe,Fashion; Food & Living ,makeup; beauty products,EN,Worldwide,Q2
5114,GameSpot,http://www.youtube.com/user/gamespot,Gaming ,game commentaries; game reviews; game trailers; game news,EN,Worldwide,Q1
7530,GetOutTheBox,http://www.youtube.com/user/getoutthebox1,Nonprofits & Faith ,,EN,Worldwide,Q2
,風潮音樂,http://www.youtube.com/user/windmusictv?feature=watch,音樂,黃建為; 米拉拉,中,TW,高
,Relaxing music,http://www.youtube.com/user/relaxdaily,音樂,relaxdaily,英,Worldwide,高
,Cafeberdar,http://www.youtube.com/user/Cafeberdar?feature=watch,音樂,Nature,英,Worldwide,高
,Earth Spirit ,http://www.youtube.com/user/EuphoricWaters,音樂,Ambient,英,Worldwide,高
,MysteryVoyage, http://www.youtube.com/user/MysteryVoyage,音樂,Ambient,英,Worldwide,中
,CHOOSE LOVE,http://www.youtube.com/user/Echinacea53,音樂,Lounge ,英,Worldwide,高
,Witty Dud,http://www.youtube.com/user/wittydud,音樂,Lounge ,英,Worldwide,高
,Lounge music,http://www.youtube.com/user/loungemixshow,音樂,Lounge ,英,Worldwide,高
8759,MusicDay-【Wonderland】,,,,,,
,Megan Nicole,http://www.youtube.com/user/megannicolesite?feature=watch,音樂,music,英,Worldwide,高
