ID,Name,URL,Categories, Tag,Language,Region,Quality
19736,POWER星期天－魔法研究所,,,,,,
19323,POWER星期天－反正急轉彎,,,,,,
19739,POWER星期天－明星製造所,,,,,,
19740,POWER星期天－知識排排站,,,,,,
14469,天才衝衝衝[VOD],,,,,,
14697,天才衝衝衝－腦筋急轉彎,,,,,,
19406,天才衝衝衝－color tempo,,,,,,
14698,天才衝衝衝－天才驚曲獎,,,,,,
14699,天才衝衝衝－瞎拼ABC,,,,,,
19529,天才衝衝衝－一樣不一樣,,,,,,
19481,天才衝衝衝－睜眼說瞎話,,,,,,
14798,天才衝衝衝－天才song歪歪,,,,,,
19527,天才衝衝衝－形容詞tempo,,,,,,
14798,天才衝衝衝－ㄅㄆㄇTEMPO,,,,,,
19396,憲在你要吃什麼[VOD],,,,,,
14735,周末快樂頌[VOD],,,,,,
14732,十點名人堂[VOD],,,,,,
14734,亞洲天團爭霸戰[VOD],,,,,,
19400,快樂獅子會[VOD],,,,,,
14736,景氣到我家[VOD],,,,,,
14737,天才向前衝[VOD],,,,,,
19778,天才向前衝－天才2選1,,,,,,
19587,天才向前衝－天才大變身,,,,,,
19742,天才向前衝－看見黑影就開砲,,,,,,
19588,天才向前衝－嚕啦啦,,,,,,
25477,大兵日記,,,,,,
25527,帶子英雄,,,,,,
25478,施公奇案,,,,,,
25486,包青天,,,,,,
14746,艋舺燿輝,,,,,,
5541,Savvy Music Entertain,,,,,,
9754,夜夜生歌,,,,,,
9632,創設計,,,,,,
9412,地下好聲音,,,,,,
8842,拜師球藝─籃球教學：基礎課程,,,,,,
9402,拜師球藝─籃球教學：進階課程,,,,,,
9619,拜師球藝─48分鐘後,,,,,,
9427,他們用籃球說故事,,,,,,
9973,S.H.E 愛而為一,,,,,,
9207,獨立音樂 ID MUSIC,,,,,,
9609,CG VFX Express,,,,,,
9716,麻辣獸醫師：寵物頻道,,,,,,
9027,熱血籃不住,,,,,,
9538,KPOP ComeBack Stage – SBS人氣歌謠回歸特輯,,,,,,
9605,新聞不沉沒,,,,,,
9611,尋找大明星,,,,,,
14410,『獨立音樂 - 見證大團』,,,,,,
14409,『獨立音樂 - 音樂盛典』,,,,,,
14411,『獨立音樂 - 樂團我想認識你』,,,,,,
25159,『獨立音樂 - 活動宣傳』,,,,,,
,Toy Animations and Action films,http://www.youtube.com/user/counter656,Cartoons & Animation ,Action; stop motion; commercial; gaming; VFX,Others,Worldwide,Q1
,HK M,http://www.youtube.com/user/msfhk,Nonprofits & Faith , msf; 非洲; 人道關注; 醫療,ZH,Worldwide,Q1
,愛 旅遊,http://www.youtube.com/user/uwanttotravel,Fashion; Food & Living ,kuso,Others,Worldwide,Q3
16,剛彈電玩,http://www.youtube.com/user/shingin,Gaming ,遊戲畫面,Others,Worldwide,Q1
1601,2NE1,http://www.youtube.com/user/2ne1,Music,kpop,Others,Worldwide,Q1
7656,7 News,http://www.youtube.com/user/7news,News ,world news,EN,Worldwide,Q1
235,Adidas Football 官方,http://www.youtube.com/user/adidasfootballtv,Fashion; Food & Living ,sportswear; soccer; football,EN,Worldwide,Q2
42,Adidas Originals ,http://www.youtube.com/user/adidasoriginals,Fashion; Food & Living ,sportswear,EN,Worldwide,Q1
3514,Ahanhbarbie Beauty,http://www.youtube.com/user/ahanhbarbie34,Fashion; Food & Living ,outfits; hairstyle; beauty products,EN,Worldwide,Q2
4975,AH Media,http://www.youtube.com/user/lilhittelvideos,Sports & Health ,football,EN,Worldwide,Q1
7574,Alli Sports,http://www.youtube.com/user/allisports,Sports & Health ,action sports; skateboarding; bmx; motorcross,EN,Worldwide,Q1
7614,American Idol,http://www.youtube.com/user/americanidol,TV & Film,audition; song covers; fox,EN,Worldwide,Q1
234,American Parkour,http://www.youtube.com/user/americanparkour,Sports & Health ,action sports; parkour,EN,Worldwide,Q2
66,Apple,http://www.youtube.com/user/apple,Tech & Apps ,consumer electronics; apple,EN,Worldwide,Q3
186,ATP World Tour - Men's Tennis,http://www.youtube.com/user/atpworldtour,Sports & Health ,tennis,EN,Worldwide,Q1
364,Autocar,http://www.youtube.com/user/autocar,Autos & Vehicles ,car reviews,EN,Worldwide,Q1
227,Auto Express Magazine,http://www.youtube.com/user/autoexpress,Autos & Vehicles ,car reviews,EN,Worldwide,Q1
664,BBC Earth,http://www.youtube.com/user/bbcearth,Animals & Pets ,wild animals; tv shows,EN,Worldwide,Q1
7395,BBC,http://www.youtube.com/user/bbc,TV & Film,tv shows,EN,Worldwide,Q1
108,BBC Worldwide,http://www.youtube.com/user/bbcworldwide,TV & Film,tv shows,EN,Worldwide,Q1
1623,BBQ Pit Boys,http://www.youtube.com/user/barbecueweb,How-To ,recipes,EN,Worldwide,Q1
7289,Bellator MMA,http://www.youtube.com/user/bellatormma,Sports & Health ,combat,EN,Worldwide,Q1
289,Best Dunkers in the World ,http://www.youtube.com/user/teamflightbrothers,Sports & Health ,basketball,EN,Worldwide,Q3
3744,Big Think,http://www.youtube.com/user/bigthink,Education & Lectures ,experts,EN,Worldwide,Q2
7254,Bikeskills.com,http://www.youtube.com/user/bikeskills,Sports & Health ,action sports; mountain biking; bmx; motorcross,EN,Worldwide,Q1
8412,Bimmer Post,http://www.youtube.com/user/bimmerpost,Autos & Vehicles ,car make,EN,Worldwide,Q2
7575,BlacktipHFishing,http://www.youtube.com/user/blacktiph,Sports & Health ,fishing,EN,Worldwide,Q2
433,BodyRock.TV,http://www.youtube.com/user/charliejames1975,Sports & Health ,workouts; bodybuilding,EN,Worldwide,Q1
96,Boston Celtics,http://www.youtube.com/user/bostonceltics,Sports & Health ,basketball; nba; boston celtics,EN,Worldwide,Q2
3672,Brit Pop Princess,http://www.youtube.com/user/britpopprincess,Fashion; Food & Living ,outfits,EN,Worldwide,Q2
3517,Carlos Douh,http://www.youtube.com/user/carlosdouh,People; Blogs & Shorts ,vlog; culture,EN,Worldwide,Q2
6150,Celtics Productions,http://www.youtube.com/user/celticsproduction,Sports & Health ,nba; basketball; boston celtics,EN,Worldwide,Q2
7334,Chow,http://www.youtube.com/user/chow,How-To ,recipes,EN,Worldwide,Q1
4039,Christina Grimmie ,http://www.youtube.com/user/zeldaxlove64,People; Blogs & Shorts ,indie; song covers; pop,EN,Worldwide,Q2
7407,City and Makeup,http://www.youtube.com/user/cityandmakeup,Fashion; Food & Living ,makeup; beauty products,EN,Worldwide,Q2
6727,Club Penguin,http://www.youtube.com/user/clubpenguin,Gaming ,kids,EN,Worldwide,Q3
7331,College Makeup Girl,http://www.youtube.com/user/collegemakeupgirl,Fashion; Food & Living ,makeup; beauty products,EN,Worldwide,Q2
3746,Computer History Museum,http://www.youtube.com/user/computerhistory,Tech & Apps ,history; museums,EN,Worldwide,Q3
3794,Corridor Digital,http://www.youtube.com/user/corridordigital,People; Blogs & Shorts ,web shorts,EN,Worldwide,Q2
7816,Culture Pub,http://www.youtube.com/user/culturepub,Art & Design ,tv commercials,EN,Worldwide,Q1
8385,Chengdu PAW,http://www.youtube.com/user/chengdupaw,Animals & Pets ,campaigns,Others,Worldwide,Q3
3704,CuteWinFail,http://www.youtube.com/user/cutewinfail,Comedy,viral; funny,EN,Worldwide,Q2
146,Daily NBA videos,http://www.youtube.com/user/nbaerik,Sports & Health ,basketball; nba,EN,Worldwide,Q1
6670,Daneboe,http://www.youtube.com/user/daneboe,People; Blogs & Shorts ,web shorts,EN,Worldwide,Q2
6682,Dave Days,http://www.youtube.com/user/davedays,People; Blogs & Shorts ,web shorts,EN,Worldwide,Q2
8490,DC Shoes Film,http://www.youtube.com/user/dcshoesfilm,Sports & Health ,sportswear; action sports,EN,Worldwide,Q2
7250,Devin Super Tramp,http://www.youtube.com/user/devinsupertramp,People; Blogs & Shorts ,viral,EN,Worldwide,Q1
980,Diet Health,http://www.youtube.com/user/diethealth,Sports & Health ,workouts,EN,Worldwide,Q2
3705,Discovery International,http://www.youtube.com/user/discoverytv,TV & Film,tv shows; discovery network,EN,Worldwide,Q1
3747,Disney Pixar,http://www.youtube.com/user/disneypixar,Cartoons & Animation ,kids,EN,Worldwide,Q1
7001,Divas Can Cook,http://www.youtube.com/user/divascancook,How-To ,recipes,EN,Worldwide,Q1
17,ELLE TV,http://www.youtube.com/user/elletvfashion,People; Blogs & Shorts ,high fashion,EN,Worldwide,Q2
191,Enminem Skatebording,http://www.youtube.com/user/enminem,Sports & Health ,action sports; skateboarding,EN,Worldwide,Q2
505,Expert NBA Breakdowns,http://www.youtube.com/user/bballbreakdown,Sports & Health ,nba; basketball; vlog; sports commentaries,EN,Worldwide,Q2
3798,FailBlog,http://www.youtube.com/user/failblog,Comedy,viral; funny,EN,Worldwide,Q3
18,Fashion TV,http://www.youtube.com/user/fashiontv,Fashion; Food & Living ,high fashion,EN,Worldwide,Q2
197,FreddieW,http://www.youtube.com/user/freddiew,People; Blogs & Shorts ,web shorts; viral,EN,Worldwide,Q1
3593,Frederator,http://www.youtube.com/user/channelfrederator,Cartoons & Animation ,klds,EN,Worldwide,Q2
5114,GameSpot,http://www.youtube.com/user/gamespot,Gaming ,game commentaries; game reviews; game trailers; game news,EN,Worldwide,Q1
,Avex, http://www.youtube.com/user/avexnetwork,音樂,jpop,others,Worldwide,高
,Universal Japan ,http://www.youtube.com/user/universalmusicjapan?feature=watch,音樂,jpop,others,Worldwide,高
,BENICOVERS,http://www.youtube.com/user/BENICOVERS ,音樂,jpop,others,Worldwide,高
,EMI,http://www.youtube.com/user/EMIMusicJapan,音樂,jpop,others,Worldwide,高
,TOY'S FACTORY,http://www.youtube.com/user/TOYSFACTORYJP,音樂,jpop,others,Worldwide,高
,A-Sketch Official Channel,http://www.youtube.com/user/asketch,音樂,jpop,others,Worldwide,高
,Victor Music Channel, http://www.youtube.com/user/VictorMusicChannel,音樂,jpop,others,Worldwide,高
,Spitz OFFICIAL CHANNEL,http://www.youtube.com/user/spitzclips,音樂,jpop,others,Worldwide,高
,LastrumMusic,http://www.youtube.com/user/LastrumMusic,音樂,jpop,others,Worldwide,高
,CrownRecord,http://www.youtube.com/user/crownrecord,音樂,jpop,others,Worldwide,高
,Officeaugusta,http://www.youtube.com/user/OfficeAugusta,音樂,jpop,others,Worldwide,高
,One OK Rock,http://www.youtube.com/user/ONEOKROCKchannel,音樂,jpop,others,Worldwide,高
,10- Feet,http://www.youtube.com/user/universalmusicjapan?feature=watch,音樂,jpop,others,Worldwide,高
,RADWIMPS,http://www.youtube.com/user/radwimpsstaff,音樂,jpop,others,Worldwide,高
,Tiara,http://www.youtube.com/user/TiaraOfficialChannel,音樂,jpop,others,Worldwide,高
,BENICOVERS ,http://www.youtube.com/user/BENICOVERS,音樂,jpop,others,Worldwide,高
,宇多田Utada Hikaru Official,http://www.youtube.com/user/hikki,音樂,jpop,others,Worldwide,高
,Ayumi ,http://www.youtube.com/user/ayu,音樂,jpop,others,Worldwide,高
,Amuro Namie Channel, http://www.youtube.com/user/AmuroNamiech,音樂,jpop,others,Worldwide,高
,Yoshimi,http://www.youtube.com/user/yoshimi1978ana2,音樂,jpop,others,Worldwide,高
,ABC,http://www.youtube.com/user/AcidBlackChannel,音樂,jpop,others,Worldwide,高
,House 13, http://www.youtube.com/user/House13inc?feature=watch,音樂,Live; Band; Musicians,英,Worldwide,中
,Piano Keys,http://www.youtube.com/user/pianokeyssession?feature=watch,音樂,Live; Band; Musicians,英,Worldwide,中
,Coqkee ,http://www.youtube.com/channel/UCKmwEyEDcwZ-_FL61rVC2ZA?feature=watch,音樂,Live; Band; Musicians,英,Worldwide,中
,MusicNeverSleep, http://www.youtube.com/JasonChen,音樂,Live; Band; Musicians,英,Worldwide,中
,Greengrass Music,http://www.youtube.com/user/Greengrassmusic?feature=watch,音樂,Live; Band; Musicians,英,Worldwide,中
,Tyler Ward Music ,http://www.youtube.com/tylerward,音樂,Live; Band; Musicians,英,Worldwide,中
,Christina Grimmie,http://www.youtube.com/christinagrimmie,音樂,Live; Band; Musicians,英,Worldwide,中
,A-Sketch Official Channel,http://www.youtube.com/user/asketch,音樂,Live; Band; Musicians,英,Worldwide,中
,Victor Music Channel,http://www.youtube.com/user/VictorMusicChannel,音樂,Live; Band; Musicians,英,Worldwide,中
,One OK Rock ,http://www.youtube.com/user/ONEOKROCKchannel,音樂,Live; Band; Musicians,英,Worldwide,中
,10- Feet ,http://www.youtube.com/user/universalmusicjapan?feature=watch,音樂,Live; Band; Musicians,英,Worldwide,中
,Yoshimi,http://www.youtube.com/user/yoshimi1978ana2,音樂,Live; Band; Musicians,英,Worldwide,中
8846,金木義則-【CHIC】,,,,,,
