,手機王 Sogi enriches you!,http://www.youtube.com/user/sogitv,科技3C,手機; 性能檢測,中,TW,中,,,,,,,,運動與健康,
6501,小白兔唱片 wwrmusic,http://www.youtube.com/user/wwrmusic,音樂,素人; 音樂; 吉他 ,中,TW,中,,,,,,,,科技3C,
,CKRECORDS MUSIC,http://www.youtube.com/user/ckrecords,音樂,台語歌手; 歌手; MV,中,TW,高,,,,,,,,電視與電影,
480,亞神音樂,http://www.youtube.com/user/asiamuseentertainme,音樂,亞神音樂娛樂; 歌手; MV,中,TW,高,,,,,,,,其他,
5934,史派西樂團 SpyC Band,http://www.youtube.com/user/spycband,音樂,樂團,中,TW,高,,,,,,,,華視,
2659,喜歡音樂Enjoy Music,http://www.youtube.com/user/enjoymusicrec,音樂,歌手; 花絮; MV,中,TW,高,,,,,,,,華視教育,
,杰威爾音樂 JVR Music International,http://www.youtube.com/user/jvrmuzic,音樂,杰威爾; 周杰倫; 袁詠琳; 梁心頤; 浪花兄弟; 楊瑞代,中,TW,中,,,,,,,,華視戲劇,
483,TEAM EAR MUSIC,http://www.youtube.com/user/teamear,音樂,添翼創越; MV; 演唱會,中,TW,高,,,,,,,,,
,滾石唱片官方頻道,http://www.youtube.com/user/rockrecordstaipei,音樂,滾石唱片; MV,中,TW,高,,,,,,,,,
,環球華語音樂官方影片日誌,http://www.youtube.com/user/universaltwn,音樂,華語歌手; MV,中,TW,高,,,,,,,,,
,相信音樂官方頻道,http://www.youtube.com/user/binmusictaipei,音樂,華語歌手; MV,中,TW,高,,,,,,,,,
,華納音樂,http://www.youtube.com/user/warnertaiwan,音樂,華語歌手; MV,中,TW,高,,,,,,,,,
,蘇打綠官方頻道,http://www.youtube.com/user/achun5,音樂,華語歌手; 吳青峰; 謝馨儀; 史俊威; 何景揚; 劉家凱; 龔鈺祺; 樂團 ,中,TW,高,,,,,,,,,
,見證大團誕生,http://www.youtube.com/user/thenextbigthingtw,音樂,The Next Big Thing; 街聲; ,其他,TW,高,,,,,,,,,
,豪記唱片,http://www.youtube.com/user/hcmmusic,音樂, 台語歌手; MV; 幕後花絮,中,TW,中,,,,,,,,,
,福茂唱片音樂股份有限公司,http://www.youtube.com/user/linfairrecords,音樂,華語歌手; MV; 福茂,中,TW,高,,,,,,,,,
,風和日麗唱片行,http://www.youtube.com/user/aagoodday,音樂,音樂; 演唱會,中,TW,高,,,,,,,,,
,香港環球音樂,http://www.youtube.com/user/universalmusichk,音樂,MV; 孫耀威; 李克勤; 李雲迪; 張敬軒; 陳奕迅; 曲婉婷; 吳雨霏; 劉美軍; 林德信; 麥家瑜,中,TW,高,,,,,,,,,
,HIM International Music 華研國際音樂,http://www.youtube.com/user/HIMservice,音樂,S.H.E; 飛輪海 ;動力火車,中,TW,高,,,,,,,,,
,羅志祥官方專屬頻道 Show's Official Channel,http://www.youtube.com/user/showluo,音樂,小豬; 亞洲舞王,中,TW,中,,,,,,,,,
8070,台灣呷透透,http://www.youtube.com/user/eltafood,時尚美食與生活,MOD; 中華電信;  美食,中,TW,高,,,,,,,,,
,台灣樂活新聞,http://www.youtube.com/user/lohas88louis,時尚美食與生活,旅遊; 民宿; 美食,中,TW,高,,,,,,,,,
,幸福空間,http://www.youtube.com/user/gorgeousspace,時尚美食與生活,裝潢; 設計 ,中,TW,中,,,,,,,,,
,悠遊墾丁,http://www.youtube.com/user/uuktsir,時尚美食與生活,旅遊; 墾丁; 民宿,中,TW,高,,,,,,,,,
,數位 時尚 性感 流行,http://www.youtube.com/user/2ojux,時尚美食與生活,女性; 展場,中,TW,高,,,,,,,,,
267,洄瀾網,http://www.youtube.com/user/webwave970,時尚美食與生活,花蓮; 旅遊; ,中,TW,高,,,,,,,,,
216,美人誌,http://www.youtube.com/user/beauty321,時尚美食與生活,彩妝; beauty; 保養; 美容; 女性; 時尚,中,TW,高,,,,,,,,,
180,雄獅旅遊影音頻道,http://www.youtube.com/user/lioncyber,時尚美食與生活,旅遊; 雄獅 ; 教學 ,中,TW,中,,,,,,,,,
128,嘉義市影音頻道,http://www.youtube.com/user/chiayigov,時尚美食與生活,嘉義; 文化,中,TW,中,,,,,,,,,
378,大小創意,http://www.youtube.com/user/dxmonline,時尚美食與生活,設計概念; 創意; 文化,中,TW,中,,,,,,,,,
19,凱渥 CATWALK,http://www.youtube.com/user/catwalk2009,時尚美食與生活,綜藝娛樂; 模特兒; 凱渥,中,TW,中,,,,,,,,,
1517,非凡大探索,http://www.youtube.com/user/neoking5168,時尚美食與生活,非凡; 美食; 台灣真善美,中,TW,中,,,,,,,,,
,FHM_Taiwan 男人幫國際中文版,http://www.youtube.com/user/FHMTW,時尚美食與生活,雜誌; 性感,中,TW,高,,,,,,,,,
95,TSR Taiwan,http://www.youtube.com/user/taiwansr,動力機械 ,機車; TSR,中,TW,高,,,,,,,,,
31,聚財講座,http://www.youtube.com/user/wearnnews,教育講座,陳信宏講座; 股票市場; ,中,TW,高,,,,,,,,,
143,台灣經貿網,http://www.youtube.com/user/taiwantrade,教育講座,文化; 國際,其他,TW,高,,,,,,,,,
144,商業週刊,http://www.youtube.com/user/bwnet,教育講座,商業; 講座; 文化,中,TW,中,,,,,,,,,
185,天下雜誌群影音頻道,http://www.youtube.com/user/cwtv,教育講座,天下雜誌; 國際,中,TW,高,,,,,,,,,
229,遠見‧天下文化事業群,http://www.youtube.com/user/cwgv,教育講座,遠見雜誌; 天下文化; 名人專訪; 知性,中,TW,高,,,,,,,,,
12709,團隊 這群人,http://www.youtube.com/user/e84768131,搞笑小品,美式幽默; KUSO; 喜劇,中,TW,中,,,,,,,,,
1773,世界新聞網,http://www.youtube.com/user/worldjournalnews,新聞,國際,中,TW,中,,,,,,,,,
648,中央通訊社影音頻道,http://www.youtube.com/user/cnataiwan,新聞,中央通訊社; 教育,中,TW,高,,,,,,,,,
346,中時電子報 影音頻道,http://www.youtube.com/user/chinatimes,新聞,中時,中,TW,中,,,,,,,,,
100,台灣醒報,http://www.youtube.com/user/awakeningtw,新聞,醒報,中,TW,中,,,,,,,,,
243,台視新聞,http://www.youtube.com/user/ttvnewsview,新聞,台視,中,TW,中,,,,,,,,,
768,大愛新聞 ,http://www.youtube.com/user/tzuchisg,新聞,大愛; 慈濟; 佛法,中,TW,低,,,,,,,,,
75,台東地方新聞【CH20星樂傳播】,http://www.youtube.com/user/starfuntv,新聞,台東; 新聞; 星樂傳播,中,TW,中,,,,,,,,,
313,氣象即時消息,http://www.youtube.com/user/weatherrisk,新聞,氣象; 生活; 專訪;,中,TW,中,,,,,,,,,
300,蘋果日報動新聞 Apple Daily,http://www.youtube.com/user/nmanews,新聞,蘋果日報; 動新聞; ,中,TW,中,,,,,,,,,
942,行政院影音新聞,http://www.youtube.com/user/cabinet3356,新聞,行政院; 陳冲;,中,TW,高,,,,,,,,,
7244,鳳凰視頻,http://www.youtube.com/user/goldencarptavern,新聞,中國; 國際; ,中,TW,中,,,,,,,,,
6340,東森新聞 CH51,http://www.youtube.com/user/newsebc,新聞,東森; 電視台,中,TW,高,,,,,,,,,
6153,原巨人２０１２　躍動,http://www.youtube.com/user/matukazu23,運動與健康,棒球;日本,中,TW,高,,,,,,,,,
37,台灣青棒賽,http://www.youtube.com/user/ilovebaseballforever,運動與健康,棒球; 中華少棒,中,TW,中,,,,,,,,,
233,鐵拳格鬥運動館,http://www.youtube.com/user/topmma,運動與健康,台中; 拳擊; 武術健身館; 散打搏擊; kickboxing; 泰拳; mma; 柔道,中,TW,中,,,,,,,,,
426,巴哈姆特 GNN TVG 影音頻道 Ch.2,http://www.youtube.com/user/samgnn2,電玩遊戲,巴哈母特; 遊戲畫面,中,TW,中,,,,,,,,,
176,電玩宅速配,http://www.youtube.com/user/efuntv,電玩遊戲,遊戲畫面; 遊戲發表會,中,TW,高,,,,,,,,,
,Garena 英雄聯盟(LoL),http://www.youtube.com/user/LeagueofLegendsTW,電玩遊戲,電玩; 遊戲畫面,中,TW,高,,,,,,,,,
,Garena 台灣競舞娛樂,http://www.youtube.com/user/GarenaTaiwan,電玩遊戲,電玩; 遊戲畫面,中,TW,高,,,,,,,,,
,SINA PREMIUM CHANNEL,http://www.youtube.com/user/sinapremium,電視與電影,中國; 新浪,中,TW,低,,,,,,,,,
,台灣原住民族電視台,http://www.youtube.com/user/taiwanindigenoustv,電視與電影,原住民,中,TW,中,,,,,,,,,
,三立電視SETTV,http://www.youtube.com/user/settv,電視與電影,三立; 電視台,中,TW,低,,,,,,,,,
,中國電視公司,http://www.youtube.com/user/chinatv,電視與電影,中視; 電視台,中,TW,中,,,,,,,,,
,中天影音頻道,http://www.youtube.com/user/ctitv,電視與電影,中天; 電視台,中,TW,中,,,,,,,,,
,二十世紀福斯影片,http://www.youtube.com/user/twfoxmovies,電視與電影,電影預告,中,TW,高,,,,,,,,,
,佳映娛樂,http://www.youtube.com/user/jointanna,電視與電影,電影預告,中,TW,中,,,,,,,,,
,前景娛樂,http://www.youtube.com/user/ffetaipei,電視與電影,電影預告,中,TW,高,,,,,,,,,
,台灣索尼影業,http://www.youtube.com/user/sonytw2009,電視與電影,電影預告,中,TW,高,,,,,,,,,
4458,台灣電視公司,http://www.youtube.com/user/ttv,電視與電影,台視; 電視台,中,TW,中,,,,,,,,,
,姐妹淘,http://www.youtube.com/user/zimeitao,電視與電影,綜藝娛樂; 緯來; 內容預告,中,TW,中,,,,,,,,,
,客家電視,http://www.youtube.com/user/hakkatv,電視與電影,客家電視; 客家; 文化 ,中,TW,中,,,,,,,,,
,年代電視台 ERANews,http://www.youtube.com/user/eranews,電視與電影,年代; 財經,中,TW,中,,,,,,,,,
,公共電視有話好說,http://www.youtube.com/user/ptstalk,電視與電影,公視; 談話類; 知性; 名嘴,中,TW,中,,,,,,,,,
8190,夢想街57號,http://www.youtube.com/user/57dreamst,電視與電影,理財; 經濟; 產業; 新聞; 談話類; 廖慶學; 陳斐娟,中,TW,中,,,,,,,,,
244,民視綜合影音,http://www.youtube.com/user/ftvcp,電視與電影,民視; 電視台,中,TW,中,,,,,,,,,
,海鵬電影，處處真情,http://www.youtube.com/user/swallowwingsfilm,電視與電影,電影預告; 花絮,中,TW,中,,,,,,,,,
7245,看看新聞網 (SMG News),http://www.youtube.com/user/kankanews,電視與電影,SMG; 看看新聞網; 電視台,中,TW,中,,,,,,,,,
468,臺北市電影委員會 Taipei Film Commission,http://www.youtube.com/user/taipeifilmcommission,電視與電影,花絮; 專訪; 國片; 電影首映會,中,TW,高,,,,,,,,,
407,觸電網,http://www.youtube.com/user/truemovie1,電視與電影,觸電網; 電影預告,中,TW,中,,,,,,,,,
411,迪士尼電影,http://www.youtube.com/user/bvitw2009,電視與電影,迪士尼電影; 預告片; 花絮; 廣告; ,中,TW,高,,,,,,,,,
,非诚勿扰,http://www.youtube.com/user/jstvfeichengwurao,電視與電影,非誠勿擾; 兩性; 中國 ,中,TW,高,,,,,,,,,
,香港電台 / RTHK,http://www.youtube.com/user/rthk,電視與電影,RTHK; 香港; 電視台,中,TW,中,,,,,,,,,
429,齊石傳播的影音總匯,http://www.youtube.com/user/keystone0318,電視與電影,齊石; 電視台,中,TW,中,,,,,,,,,
,我愛康熙,http://www.youtube.com/user/MrPeiStar,電視與電影,中天; 小S; 蔡康永,中,TW,中,,,,,,,,,
,娛樂百分百 八大電視台,http://www.youtube.com/channel/UCR2NvuBypJZl9n11qLAauWQ,電視與電影,八大; 羅志祥; 小豬; 小鬼,中,TW,中,,,,,,,,,
,台灣動物緊急救援小組 ,http://www.youtube.com/user/savedogs2009,寵物與動物,新聞 ,中,TW,中,,,,,,,,,
,美的因世界 HD,http://www.youtube.com/user/winyeda,藝術設計,高清影像; 攝影; 旅遊; HD,中,TW,中,,,,,,,,,
,非池中藝術網,http://www.youtube.com/user/artemperor888,藝術設計,文化; 藝術,中,TW,高,,,,,,,,,
,台北當代藝術館 MOCATaipei,http://www.youtube.com/user/mocatp,藝術設計,展覽預告,中,TW,高,,,,,,,,,
178,FashionGuide影音美人教室,http://www.youtube.com/user/fashionguide,時尚生活與美食,beauty; 化妝,中,TW,中,,,,,,,,,
,footwearfoot,http://www.youtube.com/user/footwearfoot,運動與健康,棒球; 籃球,中,TW,中,,,,,,,,,
,GoogleTaiwan,http://www.youtube.com/user/googletaiwan,科技3C,網頁,中,TW,低,,,,,,,,,
,GQ TV,http://www.youtube.com/user/gqtaiwan,時尚生活與美食,女人; 雜誌; 流行,中,TW,高,,,,,,,,,
4931,HOPE高球周報,http://www.youtube.com/user/hopegolfweekly,運動與健康,golfing; 高爾夫,中,TW,高,,,,,,,,,
308,iPhone4 TW,http://www.youtube.com/user/iphone4tw,科技3C,科技; apple; 蘋果,中,TW,高,,,,,,,,,
,Kendo Time,http://www.youtube.com/user/letskendo,運動與健康,劍道,中,TW,中,,,,,,,,,
,風潮音樂,http://www.youtube.com/user/windmusictv?feature=watch,音樂,黃建為; 米拉拉,中,TW,高,,,,,,,,,
,麗音影音,http://www.youtube.com/user/ateamvision,音樂,古典; 藍調,中,TW,中,,,,,,,,,
,蕭敬騰官方頻道,http://www.youtube.com/user/jamhsiaoofficial,音樂,華納 歌手,中,TW,高,,,,,,,,,
,楊丞琳官方頻道,http://www.youtube.com/user/rainieyangofficial,音樂,演員; 歌手,中,TW,高,,,,,,,,,
,蕭亞軒官方頻道,http://www.youtube.com/user/loveelva0824/featured,音樂,歌手,中,TW,高,,,,,,,,,
,林俊傑官方頻道,http://www.youtube.com/user/jjlin,音樂,歌手,中,TW,高,,,,,,,,,
,方大同官方頻道,http://www.youtube.com/user/KhalilFongofficial,音樂,歌手,中,TW,高,,,,,,,,,
,蔡依林官方頻道,http://www.youtube.com/user/jolintsai,音樂,歌手,中,TW,高,,,,,,,,,
,蕭煌奇官方頻道,http://www.youtube.com/user/rickyxiaoofficial,音樂,歌手,中,TW,高,,,,,,,,,
,黃小琥官方頻道,  http://www.youtube.com/user/tigerhuangofficial,音樂,歌手,中,TW,高,,,,,,,,,
,台灣Sony ,http://www.youtube.com/user/SonyMusicTaiwan,音樂,唱片公司,中,TW,高,,,,,,,,,
,飛龍在天1-200集,http://www.youtube.com/playlist?list=PL02zpjjwMEjoHWAX_eIxROE_-RoNMJLzD,電視與電影,民視; 古裝,中,TW,低,,,,,,,,,
,七世夫妻之梁山伯與祝英台,http://www.youtube.com/playlist?list=PL02zpjjwMEjpJu5KkooNsDQOW2-cWbH16,電視與電影,民視; 古裝; 愛情,中,TW,高,,,,,,,,,
,乞丐郎君千金女,http://www.youtube.com/playlist?list=PL02zpjjwMEjqmiQ4baO-ECJwGpqd7C3WM,電視與電影,民視; 古裝 ,中,TW,中,,,,,,,,,
,浪淘沙,http://www.youtube.com/playlist?list=PL02zpjjwMEjpPibC4Yg5vhxRz6RBZit-P,電視與電影,民視; 東方白; 台灣文學,中,TW,中,,,,,,,,,
,面具,http://www.youtube.com/playlist?list=PL02zpjjwMEjoKI9_UgQe17clnZ4zsRXvL,電視與電影,民視; 楊一展; 李李仁,中,TW,中,,,,,,,,,
,廉政英雄(1-87集),http://www.youtube.com/playlist?list=PL02zpjjwMEjrMl6bFHAvjXu37PisLTAQx,電視與電影,民視,中,TW,高,,,,,,,,,
,用點心做點心,http://www.youtube.com/playlist?list=PLi0ZZWlxtL4EI9fU7XCP3XS_f3w7aVyQT,電視與電影,民視; 烹飪,中,TW,中,,,,,,,,,
,[HD]點心趴趴Go,http://www.youtube.com/playlist?list=PLi0ZZWlxtL4EF_SdV4164nTlQFrGyB-Kw,電視與電影,民視; 美食,中,TW,高,,,,,,,,,
,Time For Taiwan,http://www.youtube.com/playlist?list=PLi0ZZWlxtL4HL-_cQspFn1WE_Wsmprnx6,電視與電影,民視; 旅遊,英,TW,低,,,,,,,,,
,台灣好好玩,http://www.youtube.com/playlist?list=PLi0ZZWlxtL4E_WBnbN2CbCPHMe_-ts9uO,電視與電影,民視; 旅遊; 翁郁容,中,TW,中,,,,,,,,,
,[HD]GoGoTaiwan,http://www.youtube.com/playlist?list=PLi0ZZWlxtL4FP6XEWO7OWITnLnV13canG,電視與電影,民視; 旅遊,中,TW,高,,,,,,,,,
,台灣演義,http://www.youtube.com/playlist?list=PLf2VRok0uRO2bH10tnVg9rWCIGeddXcSk,電視與電影,民視; 專題報導; 胡婉玲,中,TW,中,,,,,,,,,
,挑戰新聞,http://www.youtube.com/playlist?list=PLf2VRok0uRO00Dd_0juWfzbOnUF2SLVX_,電視與電影,民視; 政論,中,TW,中,,,,,,,,,
,民視異言堂,http://www.youtube.com/playlist?list=PL7B80AAB72C739F7F,電視與電影,民視; 政論,中,TW,中,,,,,,,,,
,頭家來開講 (2012.08.17~2013.06.10),http://www.youtube.com/playlist?list=PL34FD29497BA3CD31,電視與電影,民視; 政論,中,TW,中,,,,,,,,,
,台灣廣場,http://www.youtube.com/playlist?list=PL8CC617DB3BCB6515,電視與電影,民視; 政論,中,TW,中,,,,,,,,,
,快樂孩子王,http://www.youtube.com/playlist?list=PL5917C355A7B9F887,電視與電影,民視; 綜藝; 兒童,中,TW,中,,,,,,,,,
,精選-台灣心農情,http://www.youtube.com/playlist?list=PL1330D5579BD04DCB,電視與電影,民視; 綜藝; 烹飪,中,TW,中,,,,,,,,,
,精選-娛樂星玩意,http://www.youtube.com/playlist?list=PL0E2CC1C8A0D509BA,電視與電影,民視; 綜藝,中,TW,低,,,,,,,,,
,精選-寵物聚樂部,http://www.youtube.com/playlist?list=PL5403C797ECD8C05E,電視與電影,民視; 綜藝; 貓狗,中,TW,低,,,,,,,,,
,Formosa EnglishNews,http://www.youtube.com/user/FTVEnglishNews/featured,電視與電影,民視; 新聞,英,TW,中,,,,,,,,,
,民視爆告新聞,http://www.youtube.com/user/ftvshare,電視與電影,民視; 新聞,中,TW,中,,,,,,,,,
,FMTV電影院,http://www.youtube.com/playlist?list=PL3F80901B88EB1B2E,電視與電影,民視; 訪談,中,TW,中,,,,,,,,,
,風雲車談,http://www.youtube.com/playlist?list=PLE733AFB7FAF77E2E,電視與電影,民視; 訪談,中,TW,低,,,,,,,,,
,時尚新歡.com,http://www.youtube.com/playlist?list=PLE694F35C44A24ED1,電視與電影,民視; 訪談,中,TW,中,,,,,,,,,
,廉政英雄幕後特輯,http://www.youtube.com/playlist?list=PL357975B1A2752C89,電視與電影,民視,中,TW,中,,,,,,,,,
,民視氣象預報,http://www.youtube.com/playlist?list=PL05E88006D42B812E,電視與電影,新聞,中,TW,中,,,,,,,,,
,2013 愛悅讀,http://www.youtube.com/playlist?list=PLBN8fDU7_GUcyVqbPAGxJBMCDwYYuFOmu,電視與電影,慈濟; 大愛; 宗教; 上人,中,TW,中,,,,,,,,,
,2013 真情映台灣,http://www.youtube.com/playlist?list=PLBN8fDU7_GUe4fjcnYTX5maJ6XVLSsx8G,電視與電影,慈濟; 大愛; 宗教; 上人,中,TW,中,,,,,,,,,
,2013 蔬果生活誌,http://www.youtube.com/playlist?list=PLBN8fDU7_GUd5VaACz3Joi-uxr-T4b59Y,電視與電影,慈濟; 大愛; 宗教; 上人,中,TW,中,,,,,,,,,
,2013 小人物大英雄,http://www.youtube.com/playlist?list=PLBN8fDU7_GUdqvg3hWddLrdrsPbSELIgb,電視與電影,慈濟; 大愛; 宗教; 上人,中,TW,中,,,,,,,,,
,2013 全球視野,http://www.youtube.com/playlist?list=PLBN8fDU7_GUdOr4kHtetLwATfW_qR9v9X,電視與電影,慈濟; 大愛; 宗教; 上人,中,TW,中,,,,,,,,,
,2013 樂事美聲錄,http://www.youtube.com/playlist?list=PLiZZbaLVWxnYs6YPQIkQwnaRuFRM5WMkb,電視與電影,慈濟; 大愛; 宗教; 上人,中,TW,中,,,,,,,,,
,2013 生活裡的科學,http://www.youtube.com/playlist?list=PLBN8fDU7_GUcSBhd1CoBx8KubrqtqemZ8,電視與電影,慈濟; 大愛; 宗教; 上人,中,TW,中,,,,,,,,,
,2013 飛天仙子故事屋,http://www.youtube.com/playlist?list=PLBN8fDU7_GUdUyYoPrlWZ6js9TUQ_WhZq,電視與電影,慈濟; 大愛; 宗教; 上人,中,TW,低,,,,,,,,,
,長情劇場 34-溫情滿車斗,http://www.youtube.com/playlist?list=PLiZZbaLVWxnZHW_h-9RMoIoAIyCpDZ44T,電視與電影,慈濟; 大愛; 宗教; 上人,中,TW,中,,,,,,,,,
,2013 慈濟重大活動,http://www.youtube.com/playlist?list=PLBN8fDU7_GUd-U7bSvucHll2Yo21HEy78,電視與電影,慈濟; 大愛; 宗教; 上人,中,TW,中,,,,,,,,,
,2013 US Tzu Chi 360,http://www.youtube.com/playlist?list=PLBN8fDU7_GUfhd_ZNeYTtjVAqsxuWp95P,電視與電影,慈濟; 大愛; 宗教; 上人,中,TW,中,,,,,,,,,
,2013 見證台灣生命力,http://www.youtube.com/playlist?list=PLBN8fDU7_GUehUjCdYrG19B3DzRuanPd7,電視與電影,慈濟; 大愛; 宗教; 上人,中,TW,中,,,,,,,,,
,2013 三代之間,http://www.youtube.com/playlist?list=PLBN8fDU7_GUehDvXm0zjxR--si8siPskt,電視與電影,慈濟; 大愛; 宗教; 上人,中,TW,中,,,,,,,,,
,人間菩薩,http://www.youtube.com/playlist?list=PLBN8fDU7_GUefTaSiWKcNviO2szUlbwl2,電視與電影,慈濟; 大愛; 宗教; 上人,中,TW,中,,,,,,,,,
,2013 妙手入經藏,http://www.youtube.com/watch?v=1YSjMptHf4w&list=PLBN8fDU7_GUeLFWMr675IHLopEmUAyFpb,電視與電影,慈濟; 大愛; 宗教; 上人,中,TW,中,,,,,,,,,
,慈濟新聞深度報導,http://www.youtube.com/watch?v=b_irJgbDxVk&list=PLBN8fDU7_GUewOkDsfEajItcFiChfJwFh&index=1,電視與電影,慈濟; 大愛; 宗教; 上人,中,TW,中,,,,,,,,,
,草根菩提,http://www.youtube.com/playlist?list=PLBN8fDU7_GUfaXGn43xwkFELHMMqXnCH2,電視與電影,慈濟; 大愛; 宗教; 上人,中,TW,中,,,,,,,,,
,2013 志為人醫守護愛,http://www.youtube.com/playlist?list=PLBN8fDU7_GUcux8MxwtMmIF1yTulW2pIi,電視與電影,慈濟; 大愛; 宗教; 上人,中,TW,中,,,,,,,,,
,衲履足跡,http://www.youtube.com/playlist?list=PLBN8fDU7_GUc2EMevP3h9cTlNRv6BDBUR,電視與電影,慈濟; 大愛; 宗教; 上人,中,TW,中,,,,,,,,,
,菩提心要,http://www.youtube.com/playlist?list=PLBN8fDU7_GUfrf97_fyQxBOMiKMN2b_bz,電視與電影,慈濟; 大愛; 宗教; 上人,中,TW,中,,,,,,,,,
,人間菩提,http://www.youtube.com/playlist?list=PLBN8fDU7_GUfXeJyZkmPrcKTLMg6EolJS,電視與電影,慈濟; 大愛; 宗教; 上人,中,TW,中,,,,,,,,,
,2013 靜思晨語。妙蓮華,http://www.youtube.com/playlist?list=PLBN8fDU7_GUfZmy--02-42Ip8EgRuU8jb,電視與電影,慈濟; 大愛; 宗教; 上人,中,TW,中,,,,,,,,,
,DaAi Headlines,http://www.youtube.com/playlist?list=PLBN8fDU7_GUfuYM-s13sYnClt0qvW2pmE,電視與電影,慈濟; 大愛; 宗教; 上人,中,TW,中,,,,,,,,,
,大愛人物誌,http://www.youtube.com/playlist?list=PLBN8fDU7_GUd5uInSZXj5__Sf0bVeH6fB,電視與電影,慈濟; 大愛; 宗教; 上人,中,TW,中,,,,,,,,,
,大愛醫生館,http://www.youtube.com/playlist?list=PLBN8fDU7_GUejEOCp-5cIcIBrO8wZVylR,電視與電影,慈濟; 大愛; 宗教; 上人,中,TW,中,,,,,,,,,
,小主播看天下,http://www.youtube.com/playlist?list=PLBN8fDU7_GUcGZ__40O2d_urp0tz7703K,電視與電影,慈濟; 大愛; 宗教; 上人,中,TW,中,,,,,,,,,
,經典.TV,http://www.youtube.com/playlist?list=PLBN8fDU7_GUcFPjguYUl9YjTFneQq7f7Q,電視與電影,慈濟; 大愛; 宗教; 上人,中,TW,中,,,,,,,,,
,華視直播頻道,http://www.youtube.com/user/TBSCTS/featured?v=jRgkIzylV90,華視,CTS; 新聞; 資訊,中,TW,中,,,,,,,,,
14465,華視新聞雜誌[VOD],,,,,,,,,,,,,,,
14674,華視新聞雜誌－達人嬉遊記,,,,,,,,,,,,,,,
14795,華視新聞雜誌－有故事的人,,,,,,,,,,,,,,,
14796,華視新聞雜誌－生活未來事,,,,,,,,,,,,,,,
14657,華視新聞（午間晚間）,,,,,,,,,,,,,,,
25093,台灣好好吃好好玩,,,,,,,,,,,,,,,
11329,好吃夯仔內,,,,,,,,,,,,,,,
10656,南北大不同,,,,,,,,,,,,,,,
14731,生活軍教[VOD],,,,,,,,,,,,,,,
19613,華視好心聞,,,,,,,,,,,,,,,
19314,2013北港朝天宮「禮讚媽祖慶元宵」晚會[VOD],,,,,,,,,,,,,,,
19316,永遠的星星[VOD],,,,,,,,,,,,,,,
19317,華視生活雜誌快報,,,,,,,,,,,,,,,
11116,生活大百科,,,,,,,,,,,,,,,
20137,華視晨間活力新聞-歐嗨呦動一動,,,,,,,,,,,,,,,
19379,十二年國教-HOLD住夢想停看聽,,,,,,,,,,,,,,,
20138,總統大選電視辯論會,,,,,,,,,,,,,,,
20139,生活靠智慧,,,,,,,,,,,,,,,
20140,台灣諺語,,,,,,,,,,,,,,,
20143,有話菁菁說[VOD],,,,,,,,,,,,,,,
20146,鄉親踹講[VOD],,,,,,,,,,,,,,,
20148,兩岸每日一詞,,,,,,,,,,,,,,,
