ID,Name,URL,Categories, Tag,Language,Region,Quality
,杰威爾音樂 JVR Music International,http://www.youtube.com/user/jvrmuzic,音樂,杰威爾; 周杰倫; 袁詠琳; 梁心頤; 浪花兄弟; 楊瑞代,中,TW,中
483,TEAM EAR MUSIC,http://www.youtube.com/user/teamear,音樂,添翼創越; MV; 演唱會,中,TW,高
,滾石唱片官方頻道,http://www.youtube.com/user/rockrecordstaipei,音樂,滾石唱片; MV,中,TW,高
,環球華語音樂官方影片日誌,http://www.youtube.com/user/universaltwn,音樂,華語歌手; MV,中,TW,高
,相信音樂官方頻道,http://www.youtube.com/user/binmusictaipei,音樂,華語歌手; MV,中,TW,高
,華納音樂,http://www.youtube.com/user/warnertaiwan,音樂,華語歌手; MV,中,TW,高
,福茂唱片音樂股份有限公司,http://www.youtube.com/user/linfairrecords,音樂,華語歌手; MV; 福茂,中,TW,高
,香港環球音樂,http://www.youtube.com/user/universalmusichk,音樂,MV; 孫耀威; 李克勤; 李雲迪; 張敬軒; 陳奕迅; 曲婉婷; 吳雨霏; 劉美軍; 林德信; 麥家瑜,中,TW,高
,HIM International Music 華研國際音樂,http://www.youtube.com/user/HIMservice,音樂,S.H.E; 飛輪海 ;動力火車,中,TW,高
8800,MusicDay's C-Pop,,,,,,
,蕭敬騰官方頻道,http://www.youtube.com/user/jamhsiaoofficial,音樂,華納 歌手,中,TW,高
,楊丞琳官方頻道,http://www.youtube.com/user/rainieyangofficial,音樂,演員; 歌手,中,TW,高
,蕭亞軒官方頻道,http://www.youtube.com/user/loveelva0824/featured,音樂,歌手,中,TW,高
,林俊傑官方頻道,http://www.youtube.com/user/jjlin,音樂,歌手,中,TW,高
,方大同官方頻道,http://www.youtube.com/user/KhalilFongofficial,音樂,歌手,中,TW,高
,蔡依林官方頻道,http://www.youtube.com/user/jolintsai,音樂,歌手,中,TW,高
,蕭煌奇官方頻道,http://www.youtube.com/user/rickyxiaoofficial,音樂,歌手,中,TW,高
,黃小琥官方頻道,  http://www.youtube.com/user/tigerhuangofficial,音樂,歌手,中,TW,高
,羅志祥官方專屬頻道 Show's Official Channel,http://www.youtube.com/user/showluo,音樂,小豬; 亞洲舞王,中,TW,高
,蘇打綠官方頻道,http://www.youtube.com/user/achun5,音樂,華語歌手; 吳青峰; 謝馨儀; 史俊威; 何景揚; 劉家凱; 龔鈺祺; 樂團 ,中,TW,高
,LOEN,http://www.youtube.com/user/LOENENT,音樂,Kpop,others,Worldwide,高
,StarShip Entertainment ,http://www.youtube.com/user/starshipTV,音樂,Kpop,others,Worldwide,高
,Pledis entertainment,http://www.youtube.com/user/pledisartist,音樂,Kpop,others,Worldwide,高
,Coremidas,http://www.youtube.com/user/coremidas,音樂,Kpop,others,Worldwide,高
,Big HIT , http://www.youtube.com/user/ibighit,音樂,Kpop,others,Worldwide,中
,Sony Music Korea, http://www.youtube.com/user/SonyMusicKorea,音樂,Kpop,others,Worldwide,中
,WOOLLIM,http://www.youtube.com/user/woolliment,音樂,Kpop,others,Worldwide,高
8761,MusicDay's K-Pop,,,,,,
,台灣華納(日韓), http://www.youtube.com/user/WMTJKPOP,音樂,Kpop,others,Worldwide,高
,YG CONCERT,http://www.youtube.com/user/ygconcert,音樂,Kpop,others,Worldwide,高
,Brown Eyed girl ,http://www.youtube.com/user/officialBEG,音樂,Kpop,others,Worldwide,高
,WOOLLIM ENT. Official Youtube Channel,http://www.youtube.com/user/woolliment,音樂,Kpop,others,Worldwide,高
,NELL Official Youtube Channel,http://www.youtube.com/user/nellhome,音樂,Kpop,others,Worldwide,高
,SMTown,http://www.youtube.com/user/SMTOWN,音樂,Kpop,others,Worldwide,高
,BigBang,http://www.youtube.com/user/BIGBANG,音樂,Kpop,others,Worldwide,高
,少女時代, http://www.youtube.com/channel/HCTUQFgTCgj1s,音樂,Kpop,others,Worldwide,高
,GDragon , http://www.youtube.com/user/OfficialGDRAGON,音樂,Kpop,others,Worldwide,高
,SE7EN,http://www.youtube.com/user/OfficialSe7en,音樂,Kpop,others,Worldwide,高
,2NE1,http://www.youtube.com/user/2NE1,音樂,Kpop,others,Worldwide,高
,YG Family,http://www.youtube.com/user/YGEntertainment,音樂,Kpop,others,Worldwide,高
,YAEYANG, http://www.youtube.com/user/YGTAEYANG,音樂,Kpop,others,Worldwide,高
,PSY, http://www.youtube.com/user/officialpsy,音樂,Kpop,others,Worldwide,高
,TABLO,http://www.youtube.com/user/ygtablo,音樂,Kpop,others,Worldwide,高
,EPIK HIGH,http://www.youtube.com/user/OfficialEpikHigh,音樂,Kpop,others,Worldwide,高
,LEE HI,　http://www.youtube.com/user/OfficialLEEHI,音樂,Kpop,others,Worldwide,高
,2PM ,http://www.youtube.com/watch?v=C4ro3gBhq78&list=PLID4CZACkMJTwL2BhD1GUqx44RGTjxcgh&index=1],音樂,Kpop,others,Worldwide,高
,Beast ,http://www.youtube.com/user/beastofficial,音樂,Kpop,others,Worldwide,高
,9 Muses,http://www.youtube.com/watch?v=cz0uQvqHDco&list=PLID4CZACkMJR7uzGwHr08HD63MdHFwcXi&index=1,音樂,Kpop,others,Worldwide,高
,NU’EST,http://www.youtube.com/user/pledisnuest,音樂,Kpop,others,Worldwide,高
,Avex, http://www.youtube.com/user/avexnetwork,音樂,jpop,others,Worldwide,高
,Universal Japan ,http://www.youtube.com/user/universalmusicjapan?feature=watch,音樂,jpop,others,Worldwide,高
,BENICOVERS,http://www.youtube.com/user/BENICOVERS ,音樂,jpop,others,Worldwide,高
,EMI,http://www.youtube.com/user/EMIMusicJapan,音樂,jpop,others,Worldwide,高
,TOY'S FACTORY,http://www.youtube.com/user/TOYSFACTORYJP,音樂,jpop,others,Worldwide,高
,A-Sketch Official Channel,http://www.youtube.com/user/asketch,音樂,jpop,others,Worldwide,高
,Victor Music Channel, http://www.youtube.com/user/VictorMusicChannel,音樂,jpop,others,Worldwide,高
,Spitz OFFICIAL CHANNEL,http://www.youtube.com/user/spitzclips,音樂,jpop,others,Worldwide,高
,LastrumMusic,http://www.youtube.com/user/LastrumMusic,音樂,jpop,others,Worldwide,高
,CrownRecord,http://www.youtube.com/user/crownrecord,音樂,jpop,others,Worldwide,高
,Officeaugusta,http://www.youtube.com/user/OfficeAugusta,音樂,jpop,others,Worldwide,高
,One OK Rock,http://www.youtube.com/user/ONEOKROCKchannel,音樂,jpop,others,Worldwide,高
,10- Feet,http://www.youtube.com/user/universalmusicjapan?feature=watch,音樂,jpop,others,Worldwide,高
,RADWIMPS,http://www.youtube.com/user/radwimpsstaff,音樂,jpop,others,Worldwide,高
,Tiara,http://www.youtube.com/user/TiaraOfficialChannel,音樂,jpop,others,Worldwide,高
,BENICOVERS ,http://www.youtube.com/user/BENICOVERS,音樂,jpop,others,Worldwide,高
,宇多田Utada Hikaru Official,http://www.youtube.com/user/hikki,音樂,jpop,others,Worldwide,高
,Ayumi ,http://www.youtube.com/user/ayu,音樂,jpop,others,Worldwide,高
,Amuro Namie Channel, http://www.youtube.com/user/AmuroNamiech,音樂,jpop,others,Worldwide,高
,Yoshimi,http://www.youtube.com/user/yoshimi1978ana2,音樂,jpop,others,Worldwide,高
,ABC,http://www.youtube.com/user/AcidBlackChannel,音樂,jpop,others,Worldwide,高
,台灣Sony ,http://www.youtube.com/user/SonyMusicTaiwan,音樂,唱片公司,中,TW,高
