8601,生活資訊,,,,,,
8602,娛樂八卦,,,,,,
14385,寰宇國際,,,,,,
9605,新聞不沉沒,,,,,,
,HK M,http://www.youtube.com/user/msfhk,Nonprofits & Faith , msf; 非洲; 人道關注; 醫療,ZH,Worldwide,Q1
7656,7 News,http://www.youtube.com/user/7news,News ,world news,EN,Worldwide,Q1
4975,AH Media,http://www.youtube.com/user/lilhittelvideos,Sports & Health ,football,EN,Worldwide,Q1
7574,Alli Sports,http://www.youtube.com/user/allisports,Sports & Health ,action sports; skateboarding; bmx; motorcross,EN,Worldwide,Q1
3631,Arirang News,http://www.youtube.com/user/arirangnews,News ,world news,EN,Worldwide,Q1
186,ATP World Tour - Men's Tennis,http://www.youtube.com/user/atpworldtour,Sports & Health ,tennis,EN,Worldwide,Q1
664,BBC Earth,http://www.youtube.com/user/bbcearth,Animals & Pets ,wild animals; tv shows,EN,Worldwide,Q1
1623,BBQ Pit Boys,http://www.youtube.com/user/barbecueweb,How-To ,recipes,EN,Worldwide,Q1
7456,Beijing Cream,http://www.youtube.com/user/beijingcream,People; Blogs & Shorts ,viral,EN,Worldwide,Q3
289,Best Dunkers in the World ,http://www.youtube.com/user/teamflightbrothers,Sports & Health ,basketball,EN,Worldwide,Q3
7254,Bikeskills.com,http://www.youtube.com/user/bikeskills,Sports & Health ,action sports; mountain biking; bmx; motorcross,EN,Worldwide,Q1
7575,BlacktipHFishing,http://www.youtube.com/user/blacktiph,Sports & Health ,fishing,EN,Worldwide,Q2
1484,Bloomberg,http://www.youtube.com/user/bloomberg,News ,world news; financial news,EN,Worldwide,Q1
433,BodyRock.TV,http://www.youtube.com/user/charliejames1975,Sports & Health ,workouts; bodybuilding,EN,Worldwide,Q1
96,Boston Celtics,http://www.youtube.com/user/bostonceltics,Sports & Health ,basketball; nba; boston celtics,EN,Worldwide,Q2
7368,Bruno's Kitchen,http://www.youtube.com/user/brunoalbouze,Fashion; Food & Living ,recipes,EN,Worldwide,Q2
6368,Brussup Illusion Science,http://www.youtube.com/user/brusspup,Art & Design ,visual,EN,Worldwide,Q2
3517,Carlos Douh,http://www.youtube.com/user/carlosdouh,People; Blogs & Shorts ,vlog; culture,EN,Worldwide,Q2
7246,CBC The National,http://www.youtube.com/user/cbcthenational,News ,world news,EN,Worldwide,Q2
6150,Celtics Productions,http://www.youtube.com/user/celticsproduction,Sports & Health ,nba; basketball; boston celtics,EN,Worldwide,Q2
1496,Chef Tips,http://www.youtube.com/user/cheftips,How-To ,recipes,EN,Worldwide,Q2
7334,Chow,http://www.youtube.com/user/chow,How-To ,recipes,EN,Worldwide,Q1
442,Clevver Movies,http://www.youtube.com/user/clevvermovies,TV & Film,movie reviews; entertainment; movie news,EN,Worldwide,Q1
6727,Club Penguin,http://www.youtube.com/user/clubpenguin,Gaming ,kids,EN,Worldwide,Q3
7816,Culture Pub,http://www.youtube.com/user/culturepub,Art & Design ,tv commercials,EN,Worldwide,Q1
146,Daily NBA videos,http://www.youtube.com/user/nbaerik,Sports & Health ,basketball; nba,EN,Worldwide,Q1
8490,DC Shoes Film,http://www.youtube.com/user/dcshoesfilm,Sports & Health ,sportswear; action sports,EN,Worldwide,Q2
3747,Disney Pixar,http://www.youtube.com/user/disneypixar,Cartoons & Animation ,kids,EN,Worldwide,Q1
7001,Divas Can Cook,http://www.youtube.com/user/divascancook,How-To ,recipes,EN,Worldwide,Q1
191,Enminem Skatebording,http://www.youtube.com/user/enminem,Sports & Health ,action sports; skateboarding,EN,Worldwide,Q2
505,Expert NBA Breakdowns,http://www.youtube.com/user/bballbreakdown,Sports & Health ,nba; basketball; vlog; sports commentaries,EN,Worldwide,Q2
480,亞神音樂,http://www.youtube.com/user/asiamuseentertainme,音樂,亞神音樂娛樂; 歌手; MV,中,TW,高
2659,喜歡音樂Enjoy Music,http://www.youtube.com/user/enjoymusicrec,音樂,歌手; 花絮; MV,中,TW,高
,杰威爾音樂 JVR Music International,http://www.youtube.com/user/jvrmuzic,音樂,杰威爾; 周杰倫; 袁詠琳; 梁心頤; 浪花兄弟; 楊瑞代,中,TW,中
483,TEAM EAR MUSIC,http://www.youtube.com/user/teamear,音樂,添翼創越; MV; 演唱會,中,TW,高
,滾石唱片官方頻道,http://www.youtube.com/user/rockrecordstaipei,音樂,滾石唱片; MV,中,TW,高
,環球華語音樂官方影片日誌,http://www.youtube.com/user/universaltwn,音樂,華語歌手; MV,中,TW,高
,相信音樂官方頻道,http://www.youtube.com/user/binmusictaipei,音樂,華語歌手; MV,中,TW,高
,華納音樂,http://www.youtube.com/user/warnertaiwan,音樂,華語歌手; MV,中,TW,高
,福茂唱片音樂股份有限公司,http://www.youtube.com/user/linfairrecords,音樂,華語歌手; MV; 福茂,中,TW,高
,香港環球音樂,http://www.youtube.com/user/universalmusichk,音樂,MV; 孫耀威; 李克勤; 李雲迪; 張敬軒; 陳奕迅; 曲婉婷; 吳雨霏; 劉美軍; 林德信; 麥家瑜,中,TW,高
,HIM International Music 華研國際音樂,http://www.youtube.com/user/HIMservice,音樂,S.H.E; 飛輪海 ;動力火車,中,TW,高
8800,MusicDay's C-Pop,,,,,,
,蕭敬騰官方頻道,http://www.youtube.com/user/jamhsiaoofficial,音樂,華納 歌手,中,TW,高
,楊丞琳官方頻道,http://www.youtube.com/user/rainieyangofficial,音樂,演員; 歌手,中,TW,高
,蕭亞軒官方頻道,http://www.youtube.com/user/loveelva0824/featured,音樂,歌手,中,TW,高
,林俊傑官方頻道,http://www.youtube.com/user/jjlin,音樂,歌手,中,TW,高
,方大同官方頻道,http://www.youtube.com/user/KhalilFongofficial,音樂,歌手,中,TW,高
,蔡依林官方頻道,http://www.youtube.com/user/jolintsai,音樂,歌手,中,TW,高
,蕭煌奇官方頻道,http://www.youtube.com/user/rickyxiaoofficial,音樂,歌手,中,TW,高
,黃小琥官方頻道,  http://www.youtube.com/user/tigerhuangofficial,音樂,歌手,中,TW,高
,羅志祥官方專屬頻道 Show's Official Channel,http://www.youtube.com/user/showluo,音樂,小豬; 亞洲舞王,中,TW,高
,蘇打綠官方頻道,http://www.youtube.com/user/achun5,音樂,華語歌手; 吳青峰; 謝馨儀; 史俊威; 何景揚; 劉家凱; 龔鈺祺; 樂團 ,中,TW,高
